Vert_Group,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID
Amphibian,Bufo,bankorensis,Taiwan common toad,"Wushe, Nantou County, central Taiwan",null,null,23.5,121.1333333,Reported,1100,1992,1992,1992,Breeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,Captured by hand,"Active, Killed",null,null,null,null,null,RIA,anti-testosterone-3-CMO-BSA serum,null,null,testosterone,36.15,4.08,33.85892116,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data expressed as ""androgen"". Possibility of some DHT in the plasma.",Yu,461
Amphibian,Bufo,bankorensis,Taiwan common toad,"Wushe, Nantou County, central Taiwan",null,null,23.5,121.1333333,Reported,1100,1992,1992,1992,Breeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,Captured by hand,"Active, Killed",null,null,null,null,null,RIA,anti-testosterone-3-CMO-BSA serum,null,null,testosterone,38.21,4.08,30.20147257,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data expressed as ""androgen"". Possibility of some DHT in the plasma.",Yu,461
Amphibian,Bufo,bankorensis,Taiwan common toad,"Meifong, Nantou County, central Taiwan",null,null,24.0833333,121.1666667,Reported,2100,1992,1992,1992,Breeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,Captured by hand,"Active, Killed",null,null,null,null,null,RIA,anti-testosterone-3-CMO-BSA serum,null,null,testosterone,38.2967,2.86,14.93601276,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data expressed as ""androgen"". Possibility of some DHT in the plasma.",Yu,461
Amphibian,Bufo,cognatus,Great Plains toad,"Pond 1, Norman, Oklahoma, USA","Pond 2, Norman, Oklahoma, USA",null,35.2225668,-97.4394777,Estimated,359,2001,2001,2001,Breeding,null,Courtship,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,22:00,0:00,Captured by hand,Active,3,3,null,null,null,RIA,"Research Diagnostics, Flanders, New Jersey","ICN Labratories, Costa Mesa, California",corticosterone,testosterone,95.1892,8.1389,43.59781353,26,null,null,null,null,null,null,null,null,null,null,11.6878,1.8723,81.68255989,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Calling Males,Knapp,469
Amphibian,Bufo,cognatus,Great Plains toad,"Pond 1, Norman, Oklahoma, USA","Pond 2, Norman, Oklahoma, USA",null,35.2225668,-97.4394777,Estimated,359,2001,2001,2001,Breeding,null,Satellite males,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,22:00,0:00,Captured by hand,Active,3,3,null,null,null,RIA,"Research Diagnostics, Flanders, New Jersey","ICN Labratories, Costa Mesa, California",corticosterone,testosterone,95.6531,9.0721,41.34143808,19,null,null,null,null,null,null,null,null,null,null,4.3359,0.5306,53.34144651,19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Satellite Males,Knapp,469
Amphibian,Bufo,cognatus,Great Plans toad,"Norman, Oklahoma, USA",null,null,35.2226,-97.4395,Estimated,357,2001-2004,2001,2004,Breeding,null,null,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,null,null,hand,Active,null,0.5,null,null,null,RIA,"Research Diagnostics, NJ","ICN Laboratories, CA",corticosterone,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,13.1,2.123,79.3933851,24,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,with satellite male present,Knapp,518
Amphibian,Bufo,cognatus,Great Plans toad,"Norman, Oklahoma, USA",null,null,35.2226,-97.4395,Estimated,357,2001-2004,2001,2004,Breeding,null,null,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,null,null,hand,Active,null,0.5,null,null,null,RIA,"Research Diagnostics, NJ","ICN Laboratories, CA",corticosterone,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,8,0.945,73.76903886,39,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,without satellite male present,Knapp,518
Amphibian,Bufo,cognatus,Great Plains toad,"Cleveland, Grady, and Canadian Counties, Oklahoma, USA",null,null,35.22,-97.41,Estimated,300,2003-2004,2003,2004,Breeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,Hand,Active,null,null,null,null,null,RIA,"T-3003, Wien Laboratories","ICN Laboratories, CA",corticosterone,testosterone,439.61,154.49,78.58104726,5,null,null,N,null,null,null,null,null,null,null,17.13,2.97,38.76895443,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,T and DHT,Knapp,576
Amphibian,Bufo,cognatus,Great Plains toad,"Cleveland, Grady, and Canadian Counties, Oklahoma, USA",null,null,35.22,-97.41,Estimated,300,2003-2004,2003,2004,Breeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,Hand,Active,null,null,null,null,null,RIA,"T-3003, Wien Laboratories","ICN Laboratories, CA",corticosterone,testosterone,466.05,125.38,53.80538569,4,null,null,N,null,null,null,null,null,null,null,10.05,2.28,45.37313433,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,T and DHT,Knapp,576
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,Postbreeding,Y,N,N,N,Y,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,0.51,null,null,11,null,null,null,1.6012,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,Postbreeding,Y,N,N,N,N,Y,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,1.4025,null,null,11,null,null,null,1.6656,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,1.4258,null,null,12,null,null,null,1.5373,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,Y,N,N,N,N,N,18:00,22:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,1.6471,null,null,12,null,null,null,0.8147,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,Y,N,N,N,N,18:00,22:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,2.857,null,null,7,null,null,null,3.1534,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,N,Y,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,6.708,null,null,9,null,null,null,5.6933,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,18:00,22:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,10.5952,null,null,10,null,null,null,2.4304,null,null,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1982,1982,1982,Nonbreeding,null,null,Y,N,Y,N,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,14.19,null,null,10,null,null,null,23.1944,5.7259,65.3145045,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,18:00,22:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,25.4563,3.1661,39.33048911,10,null,null,null,2.8923,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,N,Y,N,18:00,22:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,26.99,5.9356,69.54433227,10,null,null,null,8.3919,2.1744,57.93808566,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1982,1982,1982,Nonbreeding,null,null,Y,Y,N,N,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,32.1698,8.21,76.56249029,9,null,null,null,29.5476,7.0131,62.79670268,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,3,null,null,null,null,RIA,"GD-31,  l,2,6,7-3H]testosterone",null,null,testosterone,80.9,12.07,53.79357713,13,null,null,null,24.1517,6.3181,58.49567976,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data expressed as androgens,Ishii,464
Amphibian,Bufo,japonicus,Japanese common toad,"Nobidome, Niiza-City, Saitama Prefecture, Japan",null,null,35.7935109,139.565369,Estimated,44,1983,1983,1983,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,17:00,20:00,Captured by hand,Active,3,null,null,null,null,RIA,Amersham,null,null,testosterone,47,9,66.33386072,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Life cycle during breeding season in different stages of breeding: toads landed and leaving breeding pond,Ishii,465
Amphibian,Bufo,japonicus,Japanese common toad,"Nobidome, Niiza-City, Saitama Prefecture, Japan",null,null,35.7935109,139.565369,Estimated,44,1983,1983,1983,Nonbreeding,null,Torpor,Y,N,N,Y,N,N,N,N,N,N,N,N,N,17:00,20:00,Captured by hand,Active,3,null,null,null,null,RIA,Amersham,null,null,testosterone,113,19,41.18611072,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Life cycle during breeding season in different stages of breeding: Torpid found under ground,Ishii,465
Amphibian,Bufo,japonicus,Japanese common toad,"Nobidome, Niiza-City, Saitama Prefecture, Japan",null,null,35.7935109,139.565369,Estimated,44,1983,1983,1983,Breeding,null,Prebreeding; Migration,Y,N,N,Y,N,N,N,N,N,N,N,N,N,17:00,20:00,Captured by hand,Active,3,null,null,null,null,RIA,Amersham,null,null,testosterone,192,15,32.2117627,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Life cycle during breeding season in different stages of breeding: migrating toward breeding pond,Ishii,465
Amphibian,Bufo,japonicus,Japanese common toad,"Nobidome, Niiza-City, Saitama Prefecture, Japan",null,null,35.7935109,139.565369,Estimated,44,1983,1983,1983,Breeding,null,Prebreeding,Y,N,N,Y,N,N,N,N,N,N,N,N,N,17:00,20:00,Captured by hand,Active,3,null,null,null,null,RIA,Amersham,null,null,testosterone,197,18,25.84349657,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Life cycle during breeding season in different stages of breeding: toads arrived at shore of pond and actively amplexing,Ishii,465
Amphibian,Bufo,japonicus,Japanese common toad,"Nobidome, Niiza-City, Saitama Prefecture, Japan",null,null,35.7935109,139.565369,Estimated,44,1983,1983,1983,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,17:00,20:00,Captured by hand,Active,3,null,null,null,null,RIA,Amersham,null,null,testosterone,203,10,17.06453998,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Life cycle during breeding season in different stages of breeding: toads swimming in pond either in amplexus or solitary,Ishii,465
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1982,1982,1982,Nonbreeding,null,null,Y,Y,N,N,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.7313,3.8632,35.57467454,7,null,null,null,15.983,5.0985,71.32949123,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1982,1982,1982,Nonbreeding,null,null,Y,N,Y,N,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31.5051,11.0168,78.19151088,5,null,null,null,16.3174,5.462,74.84895445,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.4584,9.341,47.21716707,6,null,null,null,26.5556,9.2846,85.64119231,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,Postbreeding,Y,N,N,N,Y,N,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.9712,7.9727,57.48706808,6,null,null,null,48.8693,9.1217,41.73733053,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,Postbreeding,Y,N,N,N,N,Y,N,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31.9872,6.4481,49.37773488,6,null,null,null,17.1907,5.4026,76.98123569,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.025,7.2057,69.97800228,5,null,null,null,12.9808,3.7357,57.55731542,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,Y,N,N,N,N,N,18:00,22:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.3183,6.5382,68.68105238,6,null,null,null,9.5201,3.3557,86.3410335,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,Y,N,N,N,N,18:00,22:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.9982,2.3673,48.32955833,6,null,null,null,11.8363,4.0993,84.83388646,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,18:00,22:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.636,3.2618,172.3413642,6,null,null,null,14.4512,5.9568,100.9682276,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
Amphibian,Bufo,japonicus,Japanese common toad,"Mizuno, Sayama-City, Saitama Prefecture, Japan",null,null,35.821546,139.4187134,Estimated,87,1981,1981,1981,Nonbreeding,null,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,14:00,18:00,Captured by hand,Active,null,3,null,null,null,RIA,null,Lot CO2 From Miles Yeda ltd,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.6756,2.4055,28.49855664,6,null,null,null,6.3425,4.3867,169.4154774,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ishii,466
